-4.752000000000000000e+03,3.144000000000000000e+03,1.305200000000000000e+04,-3.488000000000000000e+03,-2.810000000000000000e+02,1.020000000000000000e+02
-4.988000000000000000e+03,3.124000000000000000e+03,1.332800000000000000e+04,-3.536000000000000000e+03,-2.890000000000000000e+02,1.400000000000000000e+02
-5.152000000000000000e+03,2.836000000000000000e+03,1.319200000000000000e+04,-3.536000000000000000e+03,-3.730000000000000000e+02,8.500000000000000000e+01
-5.096000000000000000e+03,3.048000000000000000e+03,1.324400000000000000e+04,-3.536000000000000000e+03,-3.730000000000000000e+02,1.590000000000000000e+02
-5.244000000000000000e+03,3.240000000000000000e+03,1.338400000000000000e+04,-3.488000000000000000e+03,-2.750000000000000000e+02,7.800000000000000000e+01
-4.984000000000000000e+03,3.144000000000000000e+03,1.310800000000000000e+04,-3.520000000000000000e+03,-1.770000000000000000e+02,2.590000000000000000e+02
-5.160000000000000000e+03,3.204000000000000000e+03,1.328000000000000000e+04,-3.520000000000000000e+03,-4.310000000000000000e+02,1.410000000000000000e+02
-4.812000000000000000e+03,3.324000000000000000e+03,1.296000000000000000e+04,-3.504000000000000000e+03,-1.910000000000000000e+02,7.900000000000000000e+01
-4.764000000000000000e+03,3.340000000000000000e+03,1.314000000000000000e+04,-3.520000000000000000e+03,-3.290000000000000000e+02,1.740000000000000000e+02
-4.944000000000000000e+03,3.276000000000000000e+03,1.334000000000000000e+04,-3.520000000000000000e+03,-3.590000000000000000e+02,2.460000000000000000e+02
-4.952000000000000000e+03,3.316000000000000000e+03,1.312800000000000000e+04,-3.536000000000000000e+03,-5.200000000000000000e+01,1.500000000000000000e+02
-4.932000000000000000e+03,3.404000000000000000e+03,1.301200000000000000e+04,-3.536000000000000000e+03,-3.640000000000000000e+02,2.900000000000000000e+02
-4.884000000000000000e+03,3.360000000000000000e+03,1.305600000000000000e+04,-3.504000000000000000e+03,-3.030000000000000000e+02,1.350000000000000000e+02
-4.960000000000000000e+03,3.324000000000000000e+03,1.298800000000000000e+04,-3.520000000000000000e+03,-1.250000000000000000e+02,2.460000000000000000e+02
-4.932000000000000000e+03,3.196000000000000000e+03,1.301600000000000000e+04,-3.520000000000000000e+03,-2.360000000000000000e+02,1.360000000000000000e+02
-5.224000000000000000e+03,3.044000000000000000e+03,1.336800000000000000e+04,-3.520000000000000000e+03,-3.780000000000000000e+02,1.600000000000000000e+02
-5.032000000000000000e+03,3.288000000000000000e+03,1.325600000000000000e+04,-3.504000000000000000e+03,-2.790000000000000000e+02,7.900000000000000000e+01
-4.988000000000000000e+03,3.228000000000000000e+03,1.336400000000000000e+04,-3.504000000000000000e+03,-4.120000000000000000e+02,1.610000000000000000e+02
-4.924000000000000000e+03,3.252000000000000000e+03,1.312000000000000000e+04,-3.504000000000000000e+03,-1.040000000000000000e+02,2.590000000000000000e+02
-4.888000000000000000e+03,3.280000000000000000e+03,1.298800000000000000e+04,-3.536000000000000000e+03,-2.090000000000000000e+02,6.100000000000000000e+01
-5.068000000000000000e+03,3.280000000000000000e+03,1.330400000000000000e+04,-3.504000000000000000e+03,-2.130000000000000000e+02,2.050000000000000000e+02
-5.016000000000000000e+03,3.260000000000000000e+03,1.298400000000000000e+04,-3.520000000000000000e+03,-1.940000000000000000e+02,1.890000000000000000e+02
-5.332000000000000000e+03,3.008000000000000000e+03,1.318000000000000000e+04,-3.552000000000000000e+03,-3.470000000000000000e+02,4.200000000000000000e+01
-5.184000000000000000e+03,2.972000000000000000e+03,1.344000000000000000e+04,-3.520000000000000000e+03,-2.270000000000000000e+02,1.940000000000000000e+02
-5.036000000000000000e+03,3.288000000000000000e+03,1.322000000000000000e+04,-3.536000000000000000e+03,-3.100000000000000000e+02,8.400000000000000000e+01
-4.864000000000000000e+03,3.412000000000000000e+03,1.319600000000000000e+04,-3.536000000000000000e+03,-1.750000000000000000e+02,1.770000000000000000e+02
-4.720000000000000000e+03,3.596000000000000000e+03,1.307200000000000000e+04,-3.504000000000000000e+03,-2.330000000000000000e+02,2.410000000000000000e+02
-4.944000000000000000e+03,3.096000000000000000e+03,1.306000000000000000e+04,-3.504000000000000000e+03,-1.920000000000000000e+02,2.010000000000000000e+02
-5.024000000000000000e+03,3.324000000000000000e+03,1.304000000000000000e+04,-3.520000000000000000e+03,-2.050000000000000000e+02,2.180000000000000000e+02
-5.152000000000000000e+03,3.292000000000000000e+03,1.324400000000000000e+04,-3.520000000000000000e+03,-3.000000000000000000e+02,1.830000000000000000e+02
-5.104000000000000000e+03,3.072000000000000000e+03,1.303200000000000000e+04,-3.488000000000000000e+03,-4.350000000000000000e+02,1.400000000000000000e+02
-5.144000000000000000e+03,3.168000000000000000e+03,1.333600000000000000e+04,-3.472000000000000000e+03,-1.970000000000000000e+02,2.370000000000000000e+02
-5.024000000000000000e+03,3.416000000000000000e+03,1.322800000000000000e+04,-3.504000000000000000e+03,-1.860000000000000000e+02,1.240000000000000000e+02
-4.968000000000000000e+03,3.052000000000000000e+03,1.298400000000000000e+04,-3.520000000000000000e+03,-2.280000000000000000e+02,1.070000000000000000e+02
-5.044000000000000000e+03,3.308000000000000000e+03,1.332800000000000000e+04,-3.488000000000000000e+03,-3.180000000000000000e+02,1.910000000000000000e+02
-5.028000000000000000e+03,3.156000000000000000e+03,1.303600000000000000e+04,-3.488000000000000000e+03,-3.360000000000000000e+02,4.200000000000000000e+01
-5.176000000000000000e+03,3.060000000000000000e+03,1.334400000000000000e+04,-3.520000000000000000e+03,-3.900000000000000000e+02,2.260000000000000000e+02
-4.956000000000000000e+03,3.156000000000000000e+03,1.308800000000000000e+04,-3.520000000000000000e+03,-4.630000000000000000e+02,1.970000000000000000e+02
-5.008000000000000000e+03,3.304000000000000000e+03,1.334800000000000000e+04,-3.504000000000000000e+03,-3.070000000000000000e+02,3.430000000000000000e+02
-4.800000000000000000e+03,3.720000000000000000e+03,1.219200000000000000e+04,-3.520000000000000000e+03,-6.740000000000000000e+02,3.590000000000000000e+02
-5.220000000000000000e+03,3.932000000000000000e+03,1.388400000000000000e+04,-3.456000000000000000e+03,-6.090000000000000000e+02,5.060000000000000000e+02
-4.376000000000000000e+03,3.300000000000000000e+03,1.244000000000000000e+04,-3.504000000000000000e+03,-8.640000000000000000e+02,2.710000000000000000e+02
-4.612000000000000000e+03,3.716000000000000000e+03,1.300400000000000000e+04,-3.472000000000000000e+03,7.500000000000000000e+01,8.230000000000000000e+02
-4.688000000000000000e+03,3.540000000000000000e+03,1.323600000000000000e+04,-3.488000000000000000e+03,-5.900000000000000000e+02,-6.600000000000000000e+01
-4.948000000000000000e+03,3.012000000000000000e+03,1.250800000000000000e+04,-3.504000000000000000e+03,-1.550000000000000000e+02,3.040000000000000000e+02
-5.476000000000000000e+03,3.276000000000000000e+03,1.358000000000000000e+04,-3.504000000000000000e+03,-5.580000000000000000e+02,8.300000000000000000e+01
-5.336000000000000000e+03,2.440000000000000000e+03,1.262400000000000000e+04,-3.504000000000000000e+03,-3.410000000000000000e+02,1.170000000000000000e+02
-5.404000000000000000e+03,3.036000000000000000e+03,1.348800000000000000e+04,-3.472000000000000000e+03,-3.230000000000000000e+02,3.570000000000000000e+02
-5.096000000000000000e+03,2.876000000000000000e+03,1.304000000000000000e+04,-3.488000000000000000e+03,-4.320000000000000000e+02,-5.100000000000000000e+01
-4.920000000000000000e+03,3.136000000000000000e+03,1.338000000000000000e+04,-3.488000000000000000e+03,-3.110000000000000000e+02,3.330000000000000000e+02
-4.996000000000000000e+03,3.096000000000000000e+03,1.318800000000000000e+04,-3.504000000000000000e+03,-3.310000000000000000e+02,5.000000000000000000e+00
-5.044000000000000000e+03,2.968000000000000000e+03,1.289200000000000000e+04,-3.488000000000000000e+03,-2.300000000000000000e+01,2.510000000000000000e+02
-5.108000000000000000e+03,3.336000000000000000e+03,1.336400000000000000e+04,-3.488000000000000000e+03,-3.460000000000000000e+02,8.000000000000000000e+01
-5.148000000000000000e+03,2.704000000000000000e+03,1.298400000000000000e+04,-3.520000000000000000e+03,-2.660000000000000000e+02,2.520000000000000000e+02
-5.436000000000000000e+03,2.780000000000000000e+03,1.318800000000000000e+04,-3.488000000000000000e+03,-3.330000000000000000e+02,3.600000000000000000e+01
-4.920000000000000000e+03,2.920000000000000000e+03,1.297600000000000000e+04,-3.488000000000000000e+03,-6.730000000000000000e+02,-2.000000000000000000e+02
-4.164000000000000000e+03,4.088000000000000000e+03,1.273200000000000000e+04,-3.488000000000000000e+03,-5.560000000000000000e+02,-9.400000000000000000e+01
-4.916000000000000000e+03,3.152000000000000000e+03,1.291200000000000000e+04,-3.504000000000000000e+03,-5.900000000000000000e+02,2.180000000000000000e+02
-5.680000000000000000e+03,2.088000000000000000e+03,1.337200000000000000e+04,-3.504000000000000000e+03,-4.190000000000000000e+02,-2.430000000000000000e+02
-5.320000000000000000e+03,2.860000000000000000e+03,1.373200000000000000e+04,-3.520000000000000000e+03,-1.080000000000000000e+02,2.610000000000000000e+02
-4.612000000000000000e+03,3.480000000000000000e+03,1.286800000000000000e+04,-3.488000000000000000e+03,-2.220000000000000000e+02,8.400000000000000000e+01
-4.512000000000000000e+03,3.108000000000000000e+03,1.273200000000000000e+04,-3.488000000000000000e+03,-2.110000000000000000e+02,-1.780000000000000000e+02
-4.780000000000000000e+03,3.280000000000000000e+03,1.338400000000000000e+04,-3.504000000000000000e+03,-5.580000000000000000e+02,6.310000000000000000e+02
-5.032000000000000000e+03,2.672000000000000000e+03,1.289200000000000000e+04,-3.472000000000000000e+03,-5.860000000000000000e+02,3.010000000000000000e+02
-5.408000000000000000e+03,2.980000000000000000e+03,1.384400000000000000e+04,-3.488000000000000000e+03,-4.090000000000000000e+02,1.640000000000000000e+02
-5.120000000000000000e+03,2.692000000000000000e+03,1.291200000000000000e+04,-3.520000000000000000e+03,-2.100000000000000000e+02,2.010000000000000000e+02
-5.280000000000000000e+03,2.868000000000000000e+03,1.357200000000000000e+04,-3.488000000000000000e+03,-3.620000000000000000e+02,2.220000000000000000e+02
-4.924000000000000000e+03,2.436000000000000000e+03,1.215200000000000000e+04,-3.472000000000000000e+03,-7.150000000000000000e+02,2.310000000000000000e+02
-5.100000000000000000e+03,3.100000000000000000e+03,1.392000000000000000e+04,-3.472000000000000000e+03,-1.670000000000000000e+02,5.950000000000000000e+02
-4.120000000000000000e+03,2.120000000000000000e+03,1.069600000000000000e+04,-3.536000000000000000e+03,-5.830000000000000000e+02,-3.760000000000000000e+02
-5.332000000000000000e+03,2.976000000000000000e+03,1.311200000000000000e+04,-3.488000000000000000e+03,-8.270000000000000000e+02,-6.440000000000000000e+02
-4.988000000000000000e+03,2.472000000000000000e+03,1.315200000000000000e+04,-3.504000000000000000e+03,-5.820000000000000000e+02,7.970000000000000000e+02
-5.676000000000000000e+03,1.944000000000000000e+03,1.282400000000000000e+04,-3.504000000000000000e+03,-8.360000000000000000e+02,-2.790000000000000000e+02
-4.912000000000000000e+03,2.636000000000000000e+03,1.302000000000000000e+04,-3.488000000000000000e+03,-2.360000000000000000e+02,-6.650000000000000000e+02
-5.156000000000000000e+03,2.820000000000000000e+03,1.394800000000000000e+04,-3.472000000000000000e+03,-2.950000000000000000e+02,-2.920000000000000000e+02
-4.792000000000000000e+03,2.780000000000000000e+03,1.358000000000000000e+04,-3.520000000000000000e+03,3.220000000000000000e+02,3.770000000000000000e+02
-4.932000000000000000e+03,3.000000000000000000e+03,1.378400000000000000e+04,-3.520000000000000000e+03,5.240000000000000000e+02,6.240000000000000000e+02
-5.544000000000000000e+03,2.928000000000000000e+03,1.405600000000000000e+04,-3.488000000000000000e+03,-3.560000000000000000e+02,5.610000000000000000e+02
-5.012000000000000000e+03,2.140000000000000000e+03,1.254400000000000000e+04,-3.488000000000000000e+03,-2.900000000000000000e+01,4.840000000000000000e+02
-4.856000000000000000e+03,3.320000000000000000e+03,1.327600000000000000e+04,-3.488000000000000000e+03,2.580000000000000000e+02,5.530000000000000000e+02
-5.168000000000000000e+03,2.648000000000000000e+03,1.284800000000000000e+04,-3.488000000000000000e+03,-8.270000000000000000e+02,3.180000000000000000e+02
-5.316000000000000000e+03,2.996000000000000000e+03,1.223600000000000000e+04,-3.488000000000000000e+03,-2.010000000000000000e+02,8.410000000000000000e+02
-5.196000000000000000e+03,3.128000000000000000e+03,1.312800000000000000e+04,-3.472000000000000000e+03,-1.765000000000000000e+03,2.280000000000000000e+02
-4.884000000000000000e+03,2.640000000000000000e+03,1.397600000000000000e+04,-3.520000000000000000e+03,-2.207000000000000000e+03,-6.090000000000000000e+02
-4.732000000000000000e+03,2.528000000000000000e+03,1.299200000000000000e+04,-3.504000000000000000e+03,-3.670000000000000000e+02,-4.310000000000000000e+02
